Transaction_ID,Passenger_ID,Date_of_Purchase,Time_of_Purchase,Purchase_Type,Payment_Method,Price
4569,4569,1/18/2024,17:25.0,Online,Credit Card,35
4570,4570,1/18/2024,17:27.0,Online,Credit Card,13
4571,4571,1/18/2024,18:16.0,Online,Contactless,10
4572,4572,1/18/2024,18:55.0,Online,Credit Card,18
4573,4573,1/18/2024,20:35.0,Station,Credit Card,3
4574,4574,1/18/2024,20:50.0,Online,Credit Card,18
4575,4575,1/18/2024,20:52.0,Online,Credit Card,18
4576,4576,1/18/2024,22:09.0,Online,Credit Card,57
4577,4577,1/18/2024,22:16.0,Online,Contactless,35
4578,4578,1/18/2024,23:00.0,Online,Credit Card,8
4579,4579,1/18/2024,29:10.0,Online,Contactless,13
4580,4580,1/18/2024,03:31.0,Online,Credit Card,9
4581,4581,1/18/2024,04:01.0,Station,Contactless,3
4582,4582,1/18/2024,08:02.0,Station,Debit Card,10
4583,4583,1/18/2024,08:21.0,Online,Contactless,3
4584,4584,1/18/2024,13:47.0,Online,Credit Card,6
4585,4585,1/18/2024,20:25.0,Station,Credit Card,5
4586,4586,1/18/2024,29:12.0,Station,Credit Card,35
4587,4587,1/18/2024,32:28.0,Station,Contactless,4
4588,4588,1/18/2024,34:41.0,Station,Credit Card,80
4589,4589,1/18/2024,36:37.0,Station,Credit Card,6
4590,4590,1/18/2024,36:50.0,Station,Credit Card,76
4591,4591,1/18/2024,40:23.0,Station,Credit Card,76
4592,4592,1/18/2024,40:37.0,Station,Credit Card,76
4593,4593,1/18/2024,41:40.0,Station,Credit Card,21
4594,4594,1/18/2024,58:22.0,Online,Credit Card,3
4595,4595,1/18/2024,08:19.0,Station,Contactless,3
4596,4596,1/18/2024,21:13.0,Station,Contactless,3
4597,4597,1/18/2024,21:17.0,Online,Contactless,13
4598,4598,1/18/2024,22:26.0,Online,Contactless,12
4599,4599,1/18/2024,29:24.0,Online,Contactless,10
4600,4600,1/18/2024,36:36.0,Station,Credit Card,3
4601,4601,1/18/2024,46:04.0,Online,Debit Card,2
4602,4602,1/18/2024,48:19.0,Station,Credit Card,12
4603,4603,1/18/2024,52:22.0,Station,Debit Card,10
4604,4604,1/18/2024,53:55.0,Online,Contactless,2
4605,4605,1/18/2024,05:00.0,Station,Credit Card,10
4606,4606,1/18/2024,12:04.0,Station,Contactless,35
4607,4607,1/18/2024,13:58.0,Online,Contactless,7
4608,4608,1/18/2024,14:30.0,Online,Contactless,3
4609,4609,1/18/2024,17:46.0,Online,Credit Card,54
4610,4610,1/18/2024,21:47.0,Station,Contactless,19
4611,4611,1/18/2024,28:46.0,Online,Contactless,7
4612,4612,1/18/2024,53:46.0,Online,Credit Card,3
4613,4613,1/18/2024,54:28.0,Station,Contactless,4
4614,4614,1/18/2024,56:59.0,Online,Credit Card,33
4615,4615,1/18/2024,02:05.0,Station,Contactless,19
4616,4616,1/18/2024,16:39.0,Station,Credit Card,3
4617,4617,1/18/2024,21:06.0,Online,Credit Card,4
4618,4618,1/18/2024,31:06.0,Online,Contactless,35
4619,4619,1/18/2024,31:14.0,Station,Contactless,3
4620,4620,1/18/2024,32:26.0,Station,Credit Card,16
4621,4621,1/18/2024,33:10.0,Station,Contactless,24
4622,4622,1/18/2024,38:06.0,Station,Contactless,3
4623,4623,1/18/2024,57:25.0,Online,Contactless,35
4624,4624,1/18/2024,03:29.0,Station,Contactless,12
4625,4625,1/18/2024,09:17.0,Station,Credit Card,13
4626,4626,1/18/2024,15:44.0,Online,Contactless,8
4627,4627,1/18/2024,21:22.0,Online,Credit Card,8
4628,4628,1/18/2024,25:47.0,Online,Credit Card,8
4629,4629,1/18/2024,30:09.0,Online,Credit Card,135
4630,4630,1/18/2024,37:57.0,Online,Contactless,8
4631,4631,1/18/2024,40:15.0,Online,Contactless,8
4632,4632,1/18/2024,04:30.0,Station,Contactless,19
4633,4633,1/18/2024,06:46.0,Online,Credit Card,8
4634,4634,1/18/2024,08:14.0,Station,Contactless,19
4635,4635,1/18/2024,08:43.0,Station,Credit Card,7
4636,4636,1/18/2024,09:07.0,Online,Credit Card,7
4637,4637,1/18/2024,11:29.0,Station,Contactless,19
4638,4638,1/18/2024,17:42.0,Online,Contactless,72
4639,4639,1/18/2024,18:58.0,Online,Credit Card,7
4640,4640,1/18/2024,25:18.0,Online,Credit Card,8
4641,4641,1/18/2024,29:10.0,Online,Credit Card,7
4642,4642,1/18/2024,32:24.0,Station,Credit Card,5
4643,4643,1/18/2024,32:34.0,Station,Credit Card,9
4644,4644,1/18/2024,36:20.0,Station,Credit Card,47
4645,4645,1/18/2024,37:51.0,Station,Debit Card,11
4646,4646,1/18/2024,40:00.0,Station,Debit Card,9
4647,4647,1/18/2024,40:13.0,Station,Credit Card,9
4648,4648,1/18/2024,42:24.0,Station,Credit Card,5
4649,4649,1/18/2024,43:00.0,Online,Contactless,3
4650,4650,1/18/2024,43:33.0,Online,Contactless,3
4651,4651,1/18/2024,44:40.0,Station,Credit Card,9
4652,4652,1/18/2024,49:11.0,Station,Credit Card,35
4653,4653,1/18/2024,51:13.0,Online,Contactless,13
4654,4654,1/18/2024,54:37.0,Online,Credit Card,70
4655,4655,1/18/2024,57:31.0,Station,Credit Card,3
4656,4656,1/18/2024,08:16.0,Station,Debit Card,43
4657,4657,1/18/2024,11:49.0,Station,Credit Card,25
4658,4658,1/18/2024,14:12.0,Station,Contactless,70
4659,4659,1/18/2024,17:32.0,Station,Contactless,13
4660,4660,1/18/2024,18:21.0,Online,Credit Card,35
4661,4661,1/18/2024,18:22.0,Station,Contactless,13
4662,4662,1/18/2024,22:51.0,Online,Credit Card,18
4663,4663,1/18/2024,32:23.0,Station,Contactless,11
4664,4664,1/18/2024,33:27.0,Station,Credit Card,16
4665,4665,1/18/2024,36:19.0,Station,Contactless,13
4666,4666,1/18/2024,40:46.0,Station,Contactless,11
4667,4667,1/18/2024,50:01.0,Online,Credit Card,70
4668,4668,1/18/2024,50:03.0,Online,Contactless,35
4669,4669,1/18/2024,03:16.0,Station,Credit Card,9
4670,4670,1/18/2024,10:37.0,Station,Debit Card,16
4671,4671,1/18/2024,15:44.0,Online,Credit Card,13
4672,4672,1/18/2024,15:51.0,Station,Debit Card,16
4673,4673,1/18/2024,22:29.0,Station,Debit Card,107
4674,4674,1/18/2024,53:24.0,Online,Credit Card,8
4675,4675,1/18/2024,02:02.0,Station,Contactless,13
4676,4676,1/18/2024,02:07.0,Station,Contactless,25
4677,4677,1/18/2024,10:48.0,Station,Debit Card,101
4678,4678,1/18/2024,12:06.0,Station,Debit Card,112
4679,4679,1/18/2024,15:22.0,Online,Credit Card,16
4680,4680,1/18/2024,15:56.0,Station,Credit Card,11
4681,4681,1/18/2024,18:42.0,Online,Credit Card,16
4682,4682,1/18/2024,18:51.0,Online,Credit Card,35
4683,4683,1/18/2024,19:49.0,Online,Credit Card,11
4684,4684,1/18/2024,19:58.0,Online,Credit Card,16
4685,4685,1/18/2024,21:03.0,Online,Credit Card,25
4686,4686,1/18/2024,21:21.0,Online,Credit Card,16
4687,4687,1/18/2024,21:45.0,Online,Credit Card,5
4688,4688,1/18/2024,21:58.0,Online,Credit Card,11
4689,4689,1/18/2024,23:48.0,Station,Credit Card,11
4690,4690,1/18/2024,25:14.0,Online,Credit Card,4
4691,4691,1/18/2024,26:33.0,Online,Credit Card,2
4692,4692,1/18/2024,27:01.0,Online,Credit Card,4
4693,4693,1/18/2024,27:06.0,Online,Credit Card,5
4694,4694,1/18/2024,32:16.0,Station,Credit Card,23
4695,4695,1/18/2024,32:56.0,Station,Debit Card,4
4696,4696,1/18/2024,35:15.0,Station,Credit Card,23
4697,4697,1/18/2024,35:41.0,Station,Credit Card,12
4698,4698,1/18/2024,38:27.0,Online,Contactless,10
4699,4699,1/18/2024,38:49.0,Station,Debit Card,35
4700,4700,1/18/2024,40:44.0,Station,Debit Card,4
4701,4701,1/18/2024,41:52.0,Station,Credit Card,47
4702,4702,1/18/2024,42:30.0,Station,Credit Card,35
4703,4703,1/18/2024,44:20.0,Station,Debit Card,4
4704,4704,1/18/2024,44:52.0,Station,Credit Card,34
4705,4705,1/18/2024,47:22.0,Online,Contactless,2
4706,4706,1/18/2024,52:19.0,Online,Credit Card,27
4707,4707,1/18/2024,53:54.0,Station,Credit Card,65
4708,4708,1/18/2024,54:21.0,Online,Contactless,7
4709,4709,1/18/2024,56:55.0,Online,Contactless,2
4710,4710,1/18/2024,00:17.0,Online,Contactless,7
4711,4711,1/18/2024,12:43.0,Online,Credit Card,3
4712,4712,1/18/2024,14:09.0,Online,Credit Card,31
4713,4713,1/18/2024,17:29.0,Online,Credit Card,31
4714,4714,1/18/2024,18:54.0,Online,Credit Card,5
4715,4715,1/18/2024,32:11.0,Online,Credit Card,35
4716,4716,1/18/2024,40:23.0,Online,Credit Card,7
4717,4717,1/18/2024,40:59.0,Station,Credit Card,19
4718,4718,1/18/2024,42:22.0,Online,Credit Card,4
4719,4719,1/18/2024,49:29.0,Online,Credit Card,3
4720,4720,1/18/2024,51:58.0,Station,Credit Card,14
4721,4721,1/18/2024,52:36.0,Station,Credit Card,4
4722,4722,1/18/2024,58:23.0,Online,Contactless,10
4723,4723,1/18/2024,59:06.0,Station,Credit Card,4
4724,4724,1/18/2024,20:59.0,Station,Credit Card,7
4725,4725,1/18/2024,21:50.0,Online,Credit Card,16
4726,4726,1/18/2024,22:00.0,Station,Credit Card,7
4727,4727,1/18/2024,22:27.0,Online,Credit Card,5
4728,4728,1/18/2024,27:19.0,Online,Credit Card,2
4729,4729,1/18/2024,30:52.0,Online,Credit Card,5
4730,4730,1/18/2024,42:42.0,Station,Credit Card,3
4731,4731,1/18/2024,44:06.0,Online,Contactless,10
4732,4732,1/18/2024,55:50.0,Station,Credit Card,78
4733,4733,1/18/2024,02:56.0,Station,Credit Card,10
4734,4734,1/18/2024,03:44.0,Station,Credit Card,41
4735,4735,1/18/2024,04:51.0,Station,Credit Card,10
4736,4736,1/18/2024,08:04.0,Station,Credit Card,19
4737,4737,1/18/2024,09:30.0,Station,Credit Card,19
4738,4738,1/18/2024,16:42.0,Online,Contactless,3
4739,4739,1/18/2024,20:08.0,Online,Debit Card,21
4740,4740,1/18/2024,20:24.0,Online,Credit Card,5
4741,4741,1/18/2024,22:58.0,Online,Credit Card,13
4742,4742,1/18/2024,24:53.0,Online,Credit Card,5
4743,4743,1/18/2024,25:10.0,Online,Credit Card,8
4744,4744,1/18/2024,25:17.0,Station,Credit Card,3
4745,4745,1/18/2024,26:41.0,Station,Contactless,35
4746,4746,1/18/2024,26:45.0,Online,Credit Card,8
4747,4747,1/18/2024,29:14.0,Online,Contactless,3
4748,4748,1/18/2024,32:08.0,Station,Contactless,35
4749,4749,1/18/2024,32:45.0,Station,Credit Card,35
4750,4750,1/18/2024,33:37.0,Station,Contactless,13
4751,4751,1/18/2024,42:15.0,Online,Contactless,19
4752,4752,1/18/2024,51:20.0,Station,Credit Card,3
4753,4753,1/18/2024,58:33.0,Station,Credit Card,53
4754,4754,1/18/2024,39:40.0,Station,Credit Card,13
4755,4755,1/18/2024,53:16.0,Online,Contactless,2
4756,4756,1/18/2024,01:48.0,Online,Contactless,6
4757,4757,1/18/2024,41:30.0,Online,Contactless,2
4758,4758,1/18/2024,10:23.0,Station,Contactless,13
4759,4759,1/18/2024,13:47.0,Online,Contactless,35
4760,4760,1/18/2024,27:30.0,Station,Credit Card,3
4761,4761,1/18/2024,35:48.0,Online,Contactless,20
4762,4762,1/19/2024,00:53.0,Online,Contactless,16
4763,4763,1/19/2024,00:55.0,Online,Contactless,3
4764,4764,1/19/2024,03:34.0,Online,Credit Card,41
4765,4765,1/19/2024,11:21.0,Station,Credit Card,5
4766,4766,1/19/2024,14:24.0,Online,Contactless,3
4767,4767,1/19/2024,20:50.0,Station,Credit Card,84
4768,4768,1/19/2024,23:51.0,Online,Contactless,24
4769,4769,1/19/2024,26:41.0,Online,Contactless,11
4770,4770,1/19/2024,28:29.0,Station,Credit Card,80
4771,4771,1/19/2024,38:01.0,Online,Credit Card,12
4772,4772,1/19/2024,01:38.0,Online,Contactless,10
4773,4773,1/19/2024,02:17.0,Station,Contactless,12
4774,4774,1/19/2024,05:41.0,Station,Credit Card,19
4775,4775,1/19/2024,08:38.0,Station,Credit Card,8
4776,4776,1/19/2024,09:31.0,Online,Contactless,48
4777,4777,1/19/2024,16:53.0,Online,Contactless,5
4778,4778,1/19/2024,17:25.0,Online,Credit Card,27
4779,4779,1/19/2024,17:39.0,Online,Contactless,5
4780,4780,1/19/2024,17:52.0,Online,Contactless,7
4781,4781,1/19/2024,37:24.0,Online,Contactless,2
4782,4782,1/19/2024,53:58.0,Station,Contactless,3
4783,4783,1/19/2024,11:12.0,Station,Credit Card,4
4784,4784,1/19/2024,49:44.0,Online,Contactless,4
4785,4785,1/19/2024,59:11.0,Station,Contactless,3
4786,4786,1/19/2024,01:48.0,Online,Contactless,2
4787,4787,1/19/2024,03:09.0,Online,Credit Card,128
4788,4788,1/19/2024,06:11.0,Station,Credit Card,3
4789,4789,1/19/2024,08:46.0,Online,Credit Card,33
4790,4790,1/19/2024,08:52.0,Online,Contactless,2
4791,4791,1/19/2024,09:31.0,Online,Credit Card,13
4792,4792,1/19/2024,30:09.0,Online,Credit Card,3
4793,4793,1/19/2024,34:21.0,Station,Credit Card,76
4794,4794,1/19/2024,37:07.0,Station,Contactless,3
4795,4795,1/19/2024,41:33.0,Station,Contactless,53
4796,4796,1/19/2024,48:45.0,Online,Credit Card,7
4797,4797,1/19/2024,51:26.0,Station,Contactless,2
4798,4798,1/19/2024,00:08.0,Online,Contactless,72
4799,4799,1/19/2024,07:19.0,Online,Credit Card,3
4800,4800,1/19/2024,30:03.0,Online,Contactless,5
4801,4801,1/19/2024,46:34.0,Online,Debit Card,17
4802,4802,1/19/2024,58:39.0,Online,Credit Card,3
4803,4803,1/19/2024,00:16.0,Online,Credit Card,10
4804,4804,1/19/2024,01:36.0,Online,Credit Card,29
4805,4805,1/19/2024,01:50.0,Online,Credit Card,13
4806,4806,1/19/2024,03:11.0,Station,Contactless,33
4807,4807,1/19/2024,04:24.0,Online,Credit Card,29
4808,4808,1/19/2024,04:28.0,Station,Credit Card,16
4809,4809,1/19/2024,07:51.0,Station,Credit Card,84
4810,4810,1/19/2024,09:01.0,Online,Credit Card,29
4811,4811,1/19/2024,11:23.0,Online,Contactless,25
4812,4812,1/19/2024,14:04.0,Online,Credit Card,13
4813,4813,1/19/2024,19:03.0,Station,Credit Card,5
4814,4814,1/19/2024,22:43.0,Station,Credit Card,6
4815,4815,1/19/2024,27:51.0,Station,Credit Card,5
4816,4816,1/19/2024,28:50.0,Online,Credit Card,6
4817,4817,1/19/2024,32:09.0,Online,Contactless,23
4818,4818,1/19/2024,47:48.0,Station,Contactless,4
4819,4819,1/19/2024,48:24.0,Station,Contactless,3
4820,4820,1/19/2024,03:37.0,Online,Credit Card,70
4821,4821,1/19/2024,04:20.0,Station,Credit Card,8
4822,4822,1/19/2024,05:42.0,Online,Credit Card,70
4823,4823,1/19/2024,06:47.0,Online,Credit Card,47
4824,4824,1/19/2024,07:04.0,Online,Credit Card,6
4825,4825,1/19/2024,09:52.0,Online,Credit Card,70
4826,4826,1/19/2024,12:24.0,Online,Credit Card,11
4827,4827,1/19/2024,23:49.0,Online,Credit Card,57
4828,4828,1/19/2024,26:30.0,Online,Contactless,35
4829,4829,1/19/2024,30:02.0,Station,Credit Card,151
4830,4830,1/19/2024,31:29.0,Station,Credit Card,151
4831,4831,1/19/2024,31:38.0,Station,Credit Card,151
4832,4832,1/19/2024,31:58.0,Station,Credit Card,235
4833,4833,1/19/2024,33:29.0,Station,Credit Card,151
4834,4834,1/19/2024,36:48.0,Station,Credit Card,168
4835,4835,1/19/2024,37:50.0,Station,Credit Card,151
4836,4836,1/19/2024,38:45.0,Station,Credit Card,151
4837,4837,1/19/2024,39:07.0,Station,Credit Card,151
4838,4838,1/19/2024,39:45.0,Station,Contactless,35
4839,4839,1/19/2024,41:53.0,Station,Contactless,3
4840,4840,1/19/2024,42:09.0,Station,Credit Card,151
4841,4841,1/19/2024,43:31.0,Station,Credit Card,151
4842,4842,1/19/2024,43:36.0,Online,Credit Card,25
4843,4843,1/19/2024,44:05.0,Station,Credit Card,151
4844,4844,1/19/2024,44:22.0,Online,Credit Card,95
4845,4845,1/19/2024,54:20.0,Online,Credit Card,11
4846,4846,1/19/2024,59:28.0,Online,Contactless,35
4847,4847,1/19/2024,02:31.0,Station,Contactless,5
4848,4848,1/19/2024,15:24.0,Online,Credit Card,8
4849,4849,1/19/2024,20:48.0,Online,Credit Card,35
4850,4850,1/19/2024,22:40.0,Online,Credit Card,70
4851,4851,1/19/2024,23:14.0,Online,Credit Card,35
4852,4852,1/19/2024,23:42.0,Online,Credit Card,25
4853,4853,1/19/2024,24:53.0,Station,Credit Card,43
4854,4854,1/19/2024,26:49.0,Online,Credit Card,35
4855,4855,1/19/2024,26:52.0,Online,Credit Card,35
4856,4856,1/19/2024,30:08.0,Online,Contactless,35
4857,4857,1/19/2024,41:57.0,Station,Credit Card,2
4858,4858,1/19/2024,49:26.0,Online,Contactless,19
4859,4859,1/19/2024,50:08.0,Online,Credit Card,2
4860,4860,1/19/2024,52:49.0,Online,Contactless,10
4861,4861,1/19/2024,55:05.0,Online,Debit Card,8
4862,4862,1/19/2024,56:21.0,Station,Contactless,35
4863,4863,1/19/2024,00:12.0,Station,Credit Card,8
4864,4864,1/19/2024,02:16.0,Station,Credit Card,3
4865,4865,1/19/2024,03:09.0,Online,Credit Card,13
4866,4866,1/19/2024,05:34.0,Online,Debit Card,72
4867,4867,1/19/2024,07:06.0,Online,Credit Card,4
4868,4868,1/19/2024,07:18.0,Online,Contactless,10
4869,4869,1/19/2024,14:15.0,Online,Credit Card,15
4870,4870,1/19/2024,14:40.0,Station,Credit Card,8
4871,4871,1/19/2024,16:39.0,Online,Credit Card,18
4872,4872,1/19/2024,18:06.0,Online,Contactless,8
4873,4873,1/19/2024,20:12.0,Online,Credit Card,18
4874,4874,1/19/2024,20:13.0,Online,Contactless,8
4875,4875,1/19/2024,22:05.0,Online,Credit Card,18
4876,4876,1/19/2024,22:44.0,Online,Credit Card,13
4877,4877,1/19/2024,23:40.0,Online,Credit Card,13
4878,4878,1/19/2024,28:18.0,Station,Credit Card,3
4879,4879,1/19/2024,33:27.0,Online,Credit Card,22
4880,4880,1/19/2024,35:03.0,Online,Credit Card,13
4881,4881,1/19/2024,39:03.0,Online,Contactless,11
4882,4882,1/19/2024,46:33.0,Station,Credit Card,4
4883,4883,1/19/2024,04:47.0,Online,Credit Card,35
4884,4884,1/19/2024,07:24.0,Online,Credit Card,6
4885,4885,1/19/2024,12:20.0,Online,Credit Card,34
4886,4886,1/19/2024,17:30.0,Station,Credit Card,5
4887,4887,1/19/2024,31:33.0,Station,Credit Card,76
4888,4888,1/19/2024,32:28.0,Station,Credit Card,76
4889,4889,1/19/2024,32:45.0,Station,Credit Card,84
4890,4890,1/19/2024,33:52.0,Online,Credit Card,2
4891,4891,1/19/2024,34:37.0,Station,Credit Card,76
4892,4892,1/19/2024,38:50.0,Station,Credit Card,76
4893,4893,1/19/2024,45:59.0,Station,Credit Card,8
4894,4894,1/19/2024,55:52.0,Station,Credit Card,8
4895,4895,1/19/2024,08:48.0,Online,Credit Card,8
4896,4896,1/19/2024,17:57.0,Online,Contactless,12
4897,4897,1/19/2024,17:59.0,Online,Contactless,5
4898,4898,1/19/2024,18:47.0,Online,Contactless,13
4899,4899,1/19/2024,19:40.0,Online,Contactless,13
4900,4900,1/19/2024,21:17.0,Online,Contactless,13
4901,4901,1/19/2024,25:14.0,Station,Contactless,38
4902,4902,1/19/2024,25:21.0,Online,Contactless,8
4903,4903,1/19/2024,30:08.0,Online,Credit Card,12
4904,4904,1/19/2024,31:17.0,Station,Contactless,6
4905,4905,1/19/2024,35:16.0,Station,Contactless,6
4906,4906,1/19/2024,42:39.0,Online,Contactless,7
4907,4907,1/19/2024,48:27.0,Online,Credit Card,8
4908,4908,1/19/2024,54:22.0,Online,Contactless,2
4909,4909,1/19/2024,15:13.0,Online,Credit Card,27
4910,4910,1/19/2024,29:52.0,Online,Credit Card,13
4911,4911,1/19/2024,32:04.0,Station,Credit Card,3
4912,4912,1/19/2024,41:05.0,Online,Contactless,53
4913,4913,1/19/2024,41:50.0,Station,Credit Card,3
4914,4914,1/19/2024,51:24.0,Online,Credit Card,10
4915,4915,1/19/2024,57:24.0,Station,Debit Card,2
4916,4916,1/19/2024,59:07.0,Station,Debit Card,7
4917,4917,1/19/2024,00:02.0,Station,Contactless,3
4918,4918,1/19/2024,00:06.0,Station,Credit Card,2
4919,4919,1/19/2024,04:11.0,Online,Contactless,2
4920,4920,1/19/2024,10:20.0,Station,Credit Card,19
4921,4921,1/19/2024,17:02.0,Online,Credit Card,128
4922,4922,1/19/2024,33:15.0,Station,Credit Card,8
4923,4923,1/19/2024,40:16.0,Online,Contactless,8
4924,4924,1/19/2024,42:14.0,Online,Credit Card,8
4925,4925,1/19/2024,43:47.0,Station,Credit Card,3
4926,4926,1/19/2024,50:37.0,Station,Credit Card,12
4927,4927,1/19/2024,51:14.0,Online,Contactless,3
4928,4928,1/19/2024,51:45.0,Station,Credit Card,53
4929,4929,1/19/2024,55:28.0,Online,Contactless,10
4930,4930,1/19/2024,16:35.0,Online,Credit Card,3
4931,4931,1/19/2024,20:15.0,Online,Credit Card,50
4932,4932,1/19/2024,22:42.0,Online,Credit Card,4
4933,4933,1/19/2024,26:45.0,Online,Contactless,3
4934,4934,1/19/2024,27:50.0,Online,Credit Card,50
4935,4935,1/19/2024,40:54.0,Station,Credit Card,2
4936,4936,1/19/2024,00:36.0,Station,Contactless,19
4937,4937,1/19/2024,01:58.0,Station,Contactless,19
4938,4938,1/19/2024,06:05.0,Online,Credit Card,54
4939,4939,1/19/2024,14:05.0,Online,Contactless,3
4940,4940,1/19/2024,22:20.0,Online,Credit Card,7
4941,4941,1/19/2024,24:08.0,Online,Credit Card,8
4942,4942,1/19/2024,36:29.0,Station,Debit Card,9
4943,4943,1/19/2024,39:37.0,Station,Credit Card,69
4944,4944,1/19/2024,41:05.0,Station,Credit Card,9
4945,4945,1/19/2024,43:38.0,Station,Debit Card,9
4946,4946,1/19/2024,50:28.0,Station,Contactless,2
4947,4947,1/19/2024,53:56.0,Online,Contactless,13
4948,4948,1/19/2024,55:19.0,Online,Contactless,31
4949,4949,1/19/2024,55:35.0,Station,Credit Card,57
4950,4950,1/19/2024,55:45.0,Online,Contactless,3
4951,4951,1/19/2024,57:48.0,Online,Credit Card,2
4952,4952,1/19/2024,57:56.0,Online,Contactless,3
4953,4953,1/19/2024,02:20.0,Station,Debit Card,43
4954,4954,1/19/2024,12:19.0,Station,Contactless,11
4955,4955,1/19/2024,12:58.0,Station,Credit Card,5
4956,4956,1/19/2024,23:39.0,Station,Contactless,70
4957,4957,1/19/2024,46:35.0,Online,Credit Card,4
4958,4958,1/19/2024,53:15.0,Online,Credit Card,9
4959,4959,1/19/2024,58:20.0,Online,Contactless,2
4960,4960,1/19/2024,01:14.0,Station,Credit Card,19
4961,4961,1/19/2024,02:05.0,Station,Credit Card,5
4962,4962,1/19/2024,04:12.0,Station,Credit Card,9
4963,4963,1/19/2024,13:44.0,Station,Credit Card,10
4964,4964,1/19/2024,15:55.0,Station,Contactless,35
4965,4965,1/19/2024,17:21.0,Online,Credit Card,2
4966,4966,1/19/2024,21:48.0,Station,Debit Card,16
4967,4967,1/19/2024,35:27.0,Station,Credit Card,11
4968,4968,1/19/2024,40:49.0,Station,Debit Card,7
4969,4969,1/19/2024,00:34.0,Station,Debit Card,101
4970,4970,1/19/2024,04:01.0,Online,Contactless,13
4971,4971,1/19/2024,07:23.0,Station,Credit Card,3
4972,4972,1/19/2024,08:38.0,Station,Credit Card,3
4973,4973,1/19/2024,11:46.0,Station,Contactless,47
4974,4974,1/19/2024,12:00.0,Station,Credit Card,35
4975,4975,1/19/2024,15:51.0,Online,Credit Card,16
4976,4976,1/19/2024,16:07.0,Online,Credit Card,13
4977,4977,1/19/2024,16:17.0,Online,Credit Card,143
4978,4978,1/19/2024,18:06.0,Online,Credit Card,16
4979,4979,1/19/2024,18:48.0,Online,Credit Card,5
4980,4980,1/19/2024,20:21.0,Online,Credit Card,4
4981,4981,1/19/2024,22:46.0,Online,Credit Card,16
4982,4982,1/19/2024,23:15.0,Online,Credit Card,16
4983,4983,1/19/2024,25:15.0,Online,Credit Card,13
4984,4984,1/19/2024,26:30.0,Online,Credit Card,25
4985,4985,1/19/2024,27:44.0,Online,Credit Card,10
4986,4986,1/19/2024,34:07.0,Station,Credit Card,35
4987,4987,1/19/2024,37:28.0,Station,Debit Card,35
4988,4988,1/19/2024,37:52.0,Station,Credit Card,12
4989,4989,1/19/2024,39:14.0,Station,Credit Card,38
4990,4990,1/19/2024,39:50.0,Station,Credit Card,35
4991,4991,1/19/2024,45:09.0,Online,Credit Card,8
4992,4992,1/19/2024,45:15.0,Online,Contactless,35
4993,4993,1/19/2024,45:51.0,Online,Contactless,2
4994,4994,1/19/2024,47:12.0,Online,Credit Card,7
4995,4995,1/19/2024,47:47.0,Online,Credit Card,8
4996,4996,1/19/2024,48:47.0,Online,Contactless,7
4997,4997,1/19/2024,54:08.0,Online,Contactless,16
4998,4998,1/19/2024,56:26.0,Online,Credit Card,7
4999,4999,1/19/2024,08:40.0,Station,Debit Card,50
5000,5000,1/19/2024,14:41.0,Station,Debit Card,50
5001,5001,1/19/2024,19:56.0,Online,Credit Card,31
5002,5002,1/19/2024,30:17.0,Online,Credit Card,35
5003,5003,1/19/2024,35:57.0,Online,Credit Card,10
5004,5004,1/19/2024,38:21.0,Station,Credit Card,19
5005,5005,1/19/2024,42:01.0,Station,Contactless,21
5006,5006,1/19/2024,51:37.0,Online,Contactless,15
5007,5007,1/19/2024,52:08.0,Station,Contactless,3
5008,5008,1/19/2024,26:17.0,Online,Credit Card,16
5009,5009,1/19/2024,30:07.0,Online,Credit Card,2
5010,5010,1/19/2024,33:29.0,Online,Credit Card,2
5011,5011,1/19/2024,34:19.0,Online,Contactless,8
5012,5012,1/19/2024,35:14.0,Station,Credit Card,4
5013,5013,1/19/2024,36:24.0,Station,Credit Card,3
5014,5014,1/19/2024,41:48.0,Station,Debit Card,8
5015,5015,1/19/2024,44:08.0,Station,Credit Card,3
5016,5016,1/19/2024,10:25.0,Online,Credit Card,2
5017,5017,1/19/2024,13:54.0,Station,Credit Card,41
5018,5018,1/19/2024,14:22.0,Online,Credit Card,2
5019,5019,1/19/2024,15:28.0,Online,Credit Card,6
5020,5020,1/19/2024,15:47.0,Online,Credit Card,8
5021,5021,1/19/2024,20:04.0,Online,Credit Card,8
5022,5022,1/19/2024,22:46.0,Online,Credit Card,27
5023,5023,1/19/2024,23:16.0,Online,Credit Card,6
5024,5024,1/19/2024,24:33.0,Station,Contactless,35
5025,5025,1/19/2024,25:10.0,Online,Credit Card,8
5026,5026,1/19/2024,27:28.0,Online,Credit Card,13
5027,5027,1/19/2024,28:18.0,Station,Contactless,57
5028,5028,1/19/2024,33:14.0,Station,Credit Card,5
5029,5029,1/19/2024,38:34.0,Online,Credit Card,3
5030,5030,1/19/2024,38:42.0,Station,Contactless,3
5031,5031,1/19/2024,41:34.0,Station,Contactless,3
5032,5032,1/19/2024,54:40.0,Station,Credit Card,53
5033,5033,1/19/2024,56:16.0,Station,Credit Card,3
5034,5034,1/19/2024,17:08.0,Online,Credit Card,3
5035,5035,1/19/2024,38:14.0,Online,Credit Card,7
5036,5036,1/19/2024,54:11.0,Online,Contactless,7
5037,5037,1/19/2024,55:59.0,Station,Contactless,3
